,Accident Type,Speed,Simple Injuries,Severe Injuries,Death,Road Lanes,Road Surfuce Description,Driver Licnesee Type,Light,Weather,City,Number of Cars,Driver Age,Driver Sex,Car,Year,Month
207,Collision,40.0,,0.0,0.0,Two ways with island,dry,Uknown driver,sunrise,clear,Toronto,2.0,118.0,Unkown,Vehicle,2018,1
208,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,45.0,Male,Trailer,2018,1
209,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,23.0,Male,Vehicle,2018,1
210,Collision,30.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,63.0,Male,Van,2018,1
211,Collision,30.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
212,Collision,60.0,,0.0,0.0,Two ways with island,dry,Uknown driver,day,clear,Toronto,2.0,118.0,Male,Vehicle,2018,1
213,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
214,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 4,day,rain,Toronto,2.0,47.0,Male,Vehicle,2018,1
215,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,42.0,Male,Vehicle,2018,1
216,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,47.0,Male,Trailer,2018,1
217,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,40.0,Female,Vehicle,2018,1
218,Collision,40.0,,0.0,0.0,Two ways,dry,Class 7,day,clear,Toronto,2.0,30.0,Male,Van,2018,1
219,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
220,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,3.0,23.0,Male,Truck,2018,1
221,Collision,50.0,,0.0,0.0,Two ways,wet,Class 4,day,rain,Toronto,3.0,42.0,Male,Vehicle,2018,1
222,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,3.0,31.0,Male,Trailer,2018,1
223,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,rain,Toronto,2.0,19.0,Male,Trailer,2018,1
224,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,rain,Toronto,2.0,50.0,Male,Vehicle,2018,1
225,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,1.0,22.0,Male,Vehicle,2018,1
226,Collision,50.0,,0.0,0.0,Two ways,dry,Uknown driver,day,clear,Toronto,2.0,118.0,Unkown,Trailer,2018,1
227,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,118.0,Unkown,Trailer,2018,1
228,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 6a,day,clear,Ottawa,2.0,62.0,Male,Bus,2018,1
229,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,29.0,Male,Vehicle,2018,1
230,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,29.0,Male,Vehicle,2018,1
231,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,28.0,Male,Vehicle,2018,1
232,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,40.0,Male,Vehicle,2018,1
233,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,51.0,Male,Vehicle,2018,1
234,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,36.0,Male,Vehicle,2018,1
235,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,52.0,Male,Vehicle,2018,1
236,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Montreal,2.0,26.0,Male,Truck,2018,1
237,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Montreal,2.0,36.0,Male,Vehicle,2018,1
238,Collision,50.0,,0.0,0.0,Two ways,wet,Uknown driver,day,clear,Toronto,2.0,118.0,Female,Vehicle,2018,1
239,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Toronto,2.0,29.0,Male,Van,2018,1
240,Collision,50.0,,0.0,0.0,Two ways with island,wet,Uknown driver,day,rain,Toronto,2.0,118.0,Unkown,Vehicle,2018,1
241,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,42.0,Male,Vehicle,2018,1
242,Collision,40.0,,0.0,0.0,Two ways,wet,Class 4,day,rain,Toronto,2.0,0.0,Male,Vehicle,2018,1
243,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,61.0,Male,Vehicle,2018,1
244,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
245,Collision,50.0,,0.0,0.0,Two ways,wet,Class 6b,day,rain,Toronto,2.0,43.0,Male,Vehicle,2018,1
246,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,35.0,Male,Vehicle,2018,1
247,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,25.0,Male,Vehicle,2018,1
248,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Hamilton,2.0,31.0,Male,Vehicle,2018,1
249,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Hamilton,2.0,36.0,Male,Van,2018,1
250,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,fog,Gatineau,1.0,22.0,Male,Van,2018,1
251,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,35.0,Female,Vehicle,2018,1
252,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,23.0,Male,Vehicle,2018,1
253,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 3 auto,day,rain,Toronto,2.0,118.0,Unkown,Vehicle,2018,1
254,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 4,day,rain,Toronto,2.0,49.0,Male,Vehicle,2018,1
255,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,39.0,Male,Vehicle,2018,1
256,Collision,50.0,,0.0,0.0,Two ways,wet,Class 5,day,rain,Toronto,2.0,55.0,Male,Van,2018,1
257,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Truck,2018,1
258,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 5,day,clear,Toronto,2.0,26.0,Male,Van,2018,1
259,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 2b,day,clear,Toronto,2.0,37.0,Male,Vehicle,2018,1
260,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,30.0,Male,Van,2018,1
261,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
262,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,1
263,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Mississauga,2.0,36.0,Male,Van,2018,1
264,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Mississauga,2.0,26.0,Male,Trailer,2018,1
265,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,25.0,Male,Vehicle,2018,1
266,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,30.0,Male,Vehicle,2018,1
267,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,29.0,Male,Vehicle,2018,1
268,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 4,day,clear,Toronto,2.0,45.0,Male,Vehicle,2018,1
269,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,29.0,Male,Truck,2018,1
270,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,49.0,Male,Vehicle,2018,1
271,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
272,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 4,day,rain,Toronto,3.0,24.0,Male,Trailer,2018,1
273,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,3.0,52.0,Female,Vehicle,2018,1
274,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,3.0,29.0,Male,Vehicle,2018,1
275,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Truck,2018,1
276,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
277,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3 auto,day,rain,Toronto,2.0,46.0,Female,Vehicle,2018,1
278,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,48.0,Male,Vehicle,2018,1
279,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3 auto,day,rain,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
280,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,42.0,Male,Truck,2018,1
281,Collision,40.0,,0.0,0.0,Two ways,wet,Class 4,day,rain,Toronto,2.0,39.0,Male,Vehicle,2018,1
282,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,35.0,Female,Vehicle,2018,1
283,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3 auto,day,dust,Toronto,2.0,29.0,Male,Vehicle,2018,1
284,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,day,dust,Toronto,2.0,33.0,Male,Vehicle,2018,1
285,Collision,50.0,,0.0,0.0,Two ways,wet,Class 4,day,clear,Toronto,2.0,31.0,Male,Vehicle,2018,1
286,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Toronto,2.0,23.0,Male,Vehicle,2018,1
287,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,45.0,Female,Vehicle,2018,1
288,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,39.0,Male,Vehicle,2018,1
289,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,24.0,Female,Vehicle,2018,1
290,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,34.0,Female,Vehicle,2018,1
291,Type-A,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Quebec City,1.0,25.0,Male,Trailer,2018,1
292,Type-A,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,1.0,54.0,Male,Vehicle,2018,1
293,Collision,50.0,,0.0,0.0,Two ways,wet,Uknown driver,day,clear,Toronto,2.0,43.0,Male,Vehicle,2018,1
294,Collision,50.0,,0.0,0.0,Two ways,wet,Uknown driver,day,clear,Toronto,2.0,21.0,Male,Vehicle,2018,1
295,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Gatineau,2.0,28.0,Female,Vehicle,2018,1
296,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3 auto,day,rain,Gatineau,2.0,26.0,Female,Vehicle,2018,1
297,Collision,80.0,,0.0,0.0,Two ways,dry,Class 5,day,clear,Gatineau,2.0,60.0,Male,Vehicle,2018,1
298,Collision,80.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Gatineau,2.0,25.0,Male,Vehicle,2018,1
299,Collision,40.0,,0.0,0.0,Parking lot,wet,Class 3 auto,day,fog,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
300,Collision,40.0,,0.0,0.0,Parking lot,wet,Class 3,day,fog,Toronto,2.0,38.0,Male,Vehicle,2018,1
301,Collision,60.0,,0.0,0.0,Two ways,wet,Class 6a,day,clear,Gatineau,2.0,36.0,Male,Trailer,2018,1
302,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Gatineau,2.0,30.0,Male,Vehicle,2018,1
303,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,36.0,Male,Vehicle,2018,1
304,Collision,70.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,23.0,Male,Vehicle,2018,1
305,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,49.0,Male,Vehicle,2018,1
306,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,23.0,Male,Trailer,2018,1
307,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 5,day,rain,Montreal,4.0,33.0,Male,Vehicle,2018,1
308,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,4.0,30.0,Male,Vehicle,2018,1
309,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,4.0,32.0,Male,Trailer,2018,1
310,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,4.0,38.0,Male,Vehicle,2018,1
311,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,49.0,Male,Vehicle,2018,1
312,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,30.0,Male,Truck,2018,1
313,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,39.0,Female,Vehicle,2018,1
314,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,25.0,Male,Truck,2018,1
315,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Quebec City,2.0,39.0,Male,Vehicle,2018,1
316,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Quebec City,2.0,32.0,Male,Vehicle,2018,1
317,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,1
318,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,36.0,Male,Trailer,2018,1
319,Collision,40.0,,0.0,0.0,Two ways,wet,Class 1,day,rain,Toronto,3.0,0.0,Unkown,Vehicle,2018,1
320,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,3.0,22.0,Male,Vehicle,2018,1
321,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Mississauga,2.0,24.0,Male,Vehicle,2018,1
322,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Mississauga,2.0,26.0,Male,Vehicle,2018,1
323,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3 auto,day,clear,Toronto,2.0,20.0,Male,Vehicle,2018,1
324,Collision,50.0,,0.0,0.0,Two ways,wet,Class 4,day,clear,Toronto,2.0,38.0,Male,Vehicle,2018,1
325,Type-A,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,kingeston,1.0,32.0,Male,Vehicle,2018,1
326,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Ottawa,3.0,0.0,Unkown,Vehicle,2018,1
327,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,3.0,61.0,Male,Vehicle,2018,1
328,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Ottawa,3.0,46.0,Male,Vehicle,2018,1
329,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,rain,Toronto,2.0,31.0,Male,Vehicle,2018,1
330,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,day,rain,Toronto,2.0,32.0,Male,Vehicle,2018,1
331,Collision,30.0,,0.0,0.0,Two ways,wet,Class 1,day,rain,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
332,Collision,30.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,25.0,Female,Vehicle,2018,1
333,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Gatineau,2.0,33.0,Male,Vehicle,2018,1
334,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Gatineau,2.0,25.0,Male,Vehicle,2018,1
335,Collision,40.0,,0.0,0.0,One way,wet,Class 4,day,rain,Toronto,2.0,32.0,Male,Vehicle,2018,1
336,Collision,40.0,,0.0,0.0,One way,wet,Class 4,day,rain,Toronto,2.0,38.0,Male,Vehicle,2018,1
337,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,74.0,Male,Vehicle,2018,1
338,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,25.0,Male,Vehicle,2018,1
339,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,4.0,36.0,Male,Vehicle,2018,1
340,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,4.0,29.0,Male,Vehicle,2018,1
341,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,4.0,42.0,Male,Vehicle,2018,1
342,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,4.0,25.0,Male,Vehicle,2018,1
343,Type-A,90.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Niagara Falls,1.0,31.0,Male,Trailer,2018,1
344,Trample,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,1.0,32.0,Male,Vehicle,2018,1
345,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 4,day,clear,Toronto,3.0,43.0,Male,Vehicle,2018,1
346,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,3.0,65.0,Male,Vehicle,2018,1
347,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,3.0,28.0,Male,Vehicle,2018,1
348,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,43.0,Male,Vehicle,2018,1
349,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,53.0,Female,Vehicle,2018,1
350,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,34.0,Male,Vehicle,2018,1
351,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,45.0,Male,Vehicle,2018,1
352,Collision,60.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,29.0,Male,Van,2018,1
353,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,23.0,Male,Vehicle,2018,1
354,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,36.0,Male,Vehicle,2018,1
355,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,2.0,31.0,Male,Vehicle,2018,1
356,Collision,50.0,,0.0,0.0,Two ways,dry,Class 7,day,clear,Toronto,2.0,44.0,Male,Construction vehicle,2018,1
357,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,36.0,Male,Vehicle,2018,1
358,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,24.0,Female,Van,2018,1
359,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,32.0,Female,Vehicle,2018,1
360,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Vehicle,2018,1
361,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,26.0,Male,Vehicle,2018,1
362,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 4,day,clear,Toronto,2.0,30.0,Male,Vehicle,2018,1
363,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 4,day,clear,Toronto,2.0,43.0,Male,Vehicle,2018,1
364,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,59.0,Male,Vehicle,2018,1
365,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 7,day,clear,Toronto,2.0,49.0,Male,Bus,2018,1
366,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,118.0,Male,Vehicle,2018,1
367,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,39.0,Male,Truck,2018,1
368,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
369,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
370,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,56.0,Male,Truck,2018,1
371,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,25.0,Male,Vehicle,2018,1
372,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,3.0,37.0,Male,Trailer,2018,1
373,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Ottawa,3.0,0.0,Unkown,Vehicle,2018,1
374,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,3.0,29.0,Male,Vehicle,2018,1
375,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,39.0,Male,Vehicle,2018,1
376,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,40.0,Male,Vehicle,2018,1
377,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,3.0,32.0,Male,Vehicle,2018,1
378,Collision,40.0,,0.0,0.0,One way,wet,Class 3,day,rain,Toronto,2.0,26.0,Male,Truck,2018,1
379,Collision,40.0,,0.0,0.0,One way,wet,Class 3,day,rain,Toronto,2.0,37.0,Male,Vehicle,2018,1
380,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,55.0,Male,Vehicle,2018,1
381,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,23.0,Male,Truck,2018,1
382,Collision,40.0,,0.0,0.0,Two ways,wet,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
383,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
384,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,54.0,Male,Vehicle,2018,1
385,Collision,50.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,22.0,Male,Vehicle,2018,1
386,Collision,40.0,,0.0,0.0,Two ways,wet,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
387,Collision,40.0,,0.0,0.0,Two ways,wet,Class 3,day,clear,Toronto,2.0,22.0,Male,Vehicle,2018,1
388,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,31.0,Male,Vehicle,2018,1
389,Collision,40.0,,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,25.0,Male,Truck,2018,1
390,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,39.0,Female,Vehicle,2018,1
391,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,36.0,Male,Vehicle,2018,1
392,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
393,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,51.0,Female,Vehicle,2018,1
394,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 1,day,clear,Montreal,2.0,0.0,Unkown,Vehicle,2018,1
395,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Montreal,2.0,37.0,Male,Truck,2018,1
396,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,23.0,Male,Vehicle,2018,1
397,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Truck,2018,1
398,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 7,day,clear,Montreal,2.0,32.0,Male,Vehicle,2018,1
399,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Montreal,2.0,28.0,Male,Vehicle,2018,1
400,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,24.0,Female,Vehicle,2018,1
401,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,30.0,Female,Vehicle,2018,1
402,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Orléans,2.0,25.0,Male,Vehicle,2018,1
403,Collision,40.0,,0.0,0.0,Two ways,dry,Class 5,day,clear,Orléans,2.0,40.0,Male,Vehicle,2018,1
404,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,1.0,52.0,Male,Vehicle,2018,1
405,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,42.0,Male,Vehicle,2018,1
406,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
407,Collision,40.0,,0.0,0.0,Two ways,dry,Class 5,day,clear,Montreal,2.0,40.0,Male,Vehicle,2018,1
408,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,23.0,Male,Vehicle,2018,1
409,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Montreal,2.0,19.0,Male,Vehicle,2018,1
410,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Montreal,2.0,40.0,Male,Vehicle,2018,1
411,Collision,40.0,,0.0,0.0,Parking lot,wet,Class 3 auto,lighty night,clear,Montreal,2.0,40.0,Female,Vehicle,2018,1
412,Collision,40.0,,0.0,0.0,Parking lot,wet,Class 3,lighty night,clear,Montreal,2.0,58.0,Male,Vehicle,2018,1
413,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,29.0,Male,Trailer,2018,1
414,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,24.0,Male,Vehicle,2018,1
415,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 4,day,clear,Montreal,2.0,31.0,Male,Vehicle,2018,1
416,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Montreal,2.0,30.0,Female,Vehicle,2018,1
417,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Gatineau,2.0,38.0,Male,Trailer,2018,1
418,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Gatineau,2.0,29.0,Male,Vehicle,2018,1
